"_id","Codi INE","Nom del municipi","Nom curt del municipi","Article del municipi","Nom del municipi transliterat","Nom curt transliterat","Centre municipal","Codi de comarca","Nom de la comarca","Codi de la província","Nom de la província","Adreça completa","Adreça","Codi postal","Localització","Telèfon de contacte","Fax","Correu de contacte","Web","NIF","Escut del municipi","Bandera del municipi","Vista del municipi","Codi INE 6","Nom del recurs a la DBPedia","Nombre d'habitants","Extensió","Altitud","_lastChange"
"555c579ecf83d3d61744afc7","08280","Tavertet","Tavertet","","tavertet","tavertet","41.995547,2.4182542","24","Osona","8","Barcelona","Jaume Balmes, s/n, 08511 Tavertet","Jaume Balmes, s/n","08511","41.9953943,2.4169572","938565079","938845079","tavertet@diba.cat","https://www.tavertet.cat","P0828000J","https://media.diba.cat/diba/municipis/img/escuts/ec08280.png","https://media.diba.cat/diba/municipis/img/banderes/bn08280.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08280.jpg","082802","Tavertet","113","32.17","869","2022-01-24 15:31:56"
"555c579ecf83d3d61744af89","08307","Vilanova i la Geltrú","Vilanova i la Geltrú","","vilanova_i_la_geltru","vilanova_i_la_geltru","41.2240945,1.7260084","17","Garraf","8","Barcelona","Plaça de la Vila, 8, 08800 Vilanova i la Geltrú","Plaça de la Vila, 8","08800","41.2240945,1.7260084","938140000","938142425","ajt_vilanova@vilanova.cat","https://www.vilanova.cat","P0830800I","https://media.diba.cat/diba/municipis/img/escuts/ec08307.png","https://media.diba.cat/diba/municipis/img/banderes/bn08307.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08307.jpg","083073","Vilanova_i_la_Geltrú","67458","33.5","22","2022-01-24 15:31:57"
"555c579ecf83d3d61744af71","08008","Argençola","Argençola","","argencola","argencola","41.597963,1.443127","6","Anoia","8","Barcelona","Plaça Lluís Maria Xirinacs, s/n, 08717 Argençola","Plaça Lluís Maria Xirinacs, s/n","08717","41.597963,1.443127","938092000","938092000","argensola@diba.cat","https://www.argencola.cat","P0800800E","https://media.diba.cat/diba/municipis/img/escuts/ec08008.png","https://media.diba.cat/diba/municipis/img/banderes/bn08008.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08008.jpg","080082","Argençola","220","47.1","768","2022-01-24 15:31:56"
"555c579ecf83d3d61744af9f","08180","Ripollet","Ripollet","","ripollet","ripollet","41.4993372,2.1573095","40","Vallès Occidental","8","Barcelona","Carrer de Balmes, 2, 08291 Ripollet","Carrer de Balmes, 2","08291","41.4968007,2.1534051","935046000","935808148","ripollet@ripollet.org","https://www.ripollet.cat","P0817900D","https://media.diba.cat/diba/municipis/img/escuts/ec08180.png","https://media.diba.cat/diba/municipis/img/banderes/bn08180.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08180.jpg","081803","Ripollet","39139","4.39","79","2022-02-01 12:57:01"
"555c579ecf83d3d61744afbd","08267","Sentmenat","Sentmenat","","sentmenat","sentmenat","41.6110502,2.1374456","40","Vallès Occidental","8","Barcelona","Pl. Casa de la Vila, 1, 08181 Sentmenat","Pl. Casa de la Vila, 1","08181","41.6110502,2.1374456","937153030 ","937153466","sentmenat@sentmenat.cat","https://www.sentmenat.cat","P0826700G","https://media.diba.cat/diba/municipis/img/escuts/ec08267.png","https://media.diba.cat/diba/municipis/img/banderes/bn08267.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08267.jpg","082671","Sentmenat","9347","28.24","241","2022-01-24 15:31:56"
"555c579ecf83d3d61744afc3","08276","Tagamanent","Tagamanent","","tagamanent","tagamanent","41.741256,2.2653485","41","Vallès Oriental","8","Barcelona","Pl. Vila, s/n, 08593 Tagamanent","Pl. Vila, s/n","08593","41.7374501,2.266939","938429126","938429124","tagamanent@diba.cat","https://www.tagamanent.cat","P0827600H","https://media.diba.cat/diba/municipis/img/escuts/ec08276.png","https://media.diba.cat/diba/municipis/img/banderes/bn08276.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08276.jpg","082763","Tagamanent","325","43.8","315","2022-01-24 15:31:56"
"555c579ecf83d3d61744af91","08145","Olèrdola","Olèrdola","","olerdola","olerdola","41.3213321,1.7214207","3","Alt Penedès","8","Barcelona","Av. Catalunya, 12, 08734 Olèrdola","Av. Catalunya, 12","08734","41.3213321,1.7214207","938903502","938171059","olerdola@olerdola.cat","https://www.olerdola.cat","P0814400H","https://media.diba.cat/diba/municipis/img/escuts/ec08145.png","https://media.diba.cat/diba/municipis/img/banderes/bn08145.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08145.jpg","081458","Olèrdola","3847","29.87","233","2022-01-24 15:31:56"
"555c579ecf83d3d61744afbf","08270","Sitges","Sitges","","sitges","sitges","41.2366707,1.8228136","17","Garraf","8","Barcelona","Pl. Ajuntament, s/n, 08870 Sitges","Pl. Ajuntament, s/n","08870","41.2350181,1.8116277322095269","938117600","938948803","ajuntament@sitges.cat","https://www.sitges.cat","P0827000A","https://media.diba.cat/diba/municipis/img/escuts/ec08270.png","https://media.diba.cat/diba/municipis/img/banderes/bn08270.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08270.jpg","082704","Sitges","30217","43.67","10","2022-01-24 15:31:56"
"555c579ecf83d3d61744af9b","08061","Castellgalí","Castellgalí","","castellgali","castellgali","41.6781659,1.8457574","7","Bages","8","Barcelona","Avinguda de Montserrat, s/n, 08297 Castellgalí","Avinguda de Montserrat, s/n","08297","41.6781659,1.8457574","938330021","938331121","castellgali@diba.cat","https://www.castellgali.cat","P0806000F","https://media.diba.cat/diba/municipis/img/escuts/ec08061.png","https://media.diba.cat/diba/municipis/img/banderes/bn08061.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08061.jpg","080615","Castellgalí","2179","17.5","266","2022-01-24 15:31:56"
"555c579ecf83d3d61744afde","08901","Rupit i Pruit","Rupit i Pruit","","rupit_i_pruit","rupit_i_pruit","42.023587,2.465077","24","Osona","8","Barcelona","Pl. Major, 6, 08569 Rupit i Pruit","Pl. Major, 6","08569","42.023587,2.465077","938522003","938522051","rupit@diba.cat","https://www.rupitpruit.cat","P0818500A","https://media.diba.cat/diba/municipis/img/escuts/ec08901.png","https://media.diba.cat/diba/municipis/img/banderes/bn08901.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08901.jpg","089019","Rupit_i_Pruit","296","47.78","822","2022-01-24 15:31:56"
"555c579ecf83d3d61744af85","08904","Badia del Vallès","Badia del Vallès","","badia_del_valles","badia_del_valles","41.5083421,2.1151573","40","Vallès Occidental","8","Barcelona","Av. Burgos, s/n, 08214 Badia del Vallès","Av. Burgos, s/n","08214","41.5083421,2.1151573","937182216","937182042","badia@badiadelvalles.net","https://www.badiadelvalles.cat","P0831200A","https://media.diba.cat/diba/municipis/img/escuts/ec08904.png","https://media.diba.cat/diba/municipis/img/banderes/bn08904.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08904.jpg","089045","Badia_del_Vallès","13228",".7","122","2022-01-24 15:31:57"
"555c579ecf83d3d61744af95","08051","Castellar del Vallès","Castellar del Vallès","","castellar_del_valles","castellar_del_valles","41.616662,2.0893066","40","Vallès Occidental","8","Barcelona","Passeig de Tolrà, 1, 08211 Castellar del Vallès","Passeig de Tolrà, 1","08211","41.616662,2.0893066","937144040","937144093","alcaldia@castellarvalles.cat","https://www.castellarvalles.cat","P0805000G","https://media.diba.cat/diba/municipis/img/escuts/ec08051.png","https://media.diba.cat/diba/municipis/img/banderes/bn08051.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08051.jpg","080517","Castellar_del_Vallès","24659","44.7","331","2022-01-24 15:31:56"
"555c579ecf83d3d61744afd5","08297","Veciana","Veciana","","veciana","veciana","41.6559029,1.4885194","6","Anoia","8","Barcelona","Plaça de Ramon Servitje, s/n, 08289 Veciana","Plaça de Ramon Servitje, s/n","08289","41.6559029,1.4885194","938090055","938090023","veciana@diba.cat","https://www.veciana.cat","P0829800B","https://media.diba.cat/diba/municipis/img/escuts/ec08297.png","https://media.diba.cat/diba/municipis/img/banderes/bn08297.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08297.jpg","082975","Veciana","179","38.89","653","2022-01-24 15:31:56"
"555c579ecf83d3d61744afa7","08048","Carme","Carme","","carme","carme","41.5319058,1.6198579","6","Anoia","8","Barcelona","Avinguda de Catalunya, 2, 08787 Carme","Avinguda de Catalunya, 2","08787","41.5317646,1.6209077","938080051","938080368","carme@diba.cat","https://www.carme.cat","P0804700C","https://media.diba.cat/diba/municipis/img/escuts/ec08048.png","https://media.diba.cat/diba/municipis/img/banderes/bn08048.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08048.jpg","080484","Carme","768","11.22","351","2022-01-24 15:31:57"
"555c579ecf83d3d61744afef","08154","Pacs del Penedès","Pacs del Penedès","","pacs_del_penedes","pacs_del_penedes","41.3611151,1.6696604","3","Alt Penedès","8","Barcelona","Avgda. Diputació, 1-3, 08796 Pacs del Penedès","Avgda. Diputació, 1-3","08796","41.3611151,1.6696604","938171485","938170737","pacs@diba.cat","https://www.pacsdelpenedes.cat","P0815300I","https://media.diba.cat/diba/municipis/img/escuts/ec08154.png","https://media.diba.cat/diba/municipis/img/banderes/bn08154.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08154.jpg","081542","Pacs_del_Penedès","915","6.14","201","2022-01-24 15:31:56"
"555c579ecf83d3d61744afa0","08198","Sant Antoni de Vilamajor","Sant Antoni de Vilamajor","","sant_antoni_de_vilamajor","sant_antoni_de_vilamajor","41.6735604,2.4012202","41","Vallès Oriental","8","Barcelona","Plaça Montseny, 5, 08459 Sant Antoni de Vilamajor","Plaça Montseny, 5","08459","41.673581999999996,2.4007087299847436","938452400","938452051","ajuntament@savilamajor.cat","https://www.savilamajor.cat","P0819700F","https://media.diba.cat/diba/municipis/img/escuts/ec08198.png","https://media.diba.cat/diba/municipis/img/banderes/bn08198.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08198.jpg","081982","Sant_Antoni_de_Vilamajor","6383","13.92","258","2022-01-24 15:31:56"
"555c579ecf83d3d61744b004","08182","El Pont de Vilomara i Rocafort","Pont de Vilomara i Rocafort","El","el_pont_de_vilomara_i_rocafort","pont_de_vilomara_i_rocafort","41.7008373,1.8691595","7","Bages","8","Barcelona","Pl. de l\'Ajuntament, 1, 08254 Pont de Vilomara i Rocafort","Pl. de l\'Ajuntament, 1","08254","41.7008373,1.8691595","938318811","938317550","pont@elpont.cat","https://www.elpont.cat","P0818100J","https://media.diba.cat/diba/municipis/img/escuts/ec08182.png","https://media.diba.cat/diba/municipis/img/banderes/bn08182.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08182.jpg","081825","El_Pont_de_Vilomara_i_Rocafort","4016","27.53","202","2022-01-24 15:31:56"
"555c579ecf83d3d61744afc2","08273","Subirats","Subirats","","subirats","subirats","41.395058750000004,1.811236125048869","3","Alt Penedès","8","Barcelona","Ponent, 13, 08739 Subirats","Ponent, 13","08739","41.3832654,1.795585","938993011","938994811","subirats@diba.cat","https://www.subirats.cat","P0827300E","https://media.diba.cat/diba/municipis/img/escuts/ec08273.png","https://media.diba.cat/diba/municipis/img/banderes/bn08273.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08273.jpg","082732","Subirats","3149","55.78","243","2022-01-24 15:31:56"
"555c579ecf83d3d61744af9a","08059","Castellfollit del Boix","Castellfollit del Boix","","castellfollit_del_boix","castellfollit_del_boix","41.6657331,1.6847457","7","Bages","8","Barcelona","Pl. Ajuntament, s/n, 08255 Castellfollit del Boix","Pl. Ajuntament, s/n","08255","41.6657331,1.6847457","938356033","938356103","castellfollitb@diba.cat","https://castellfollitdelboix.cat","P0805800J","https://media.diba.cat/diba/municipis/img/escuts/ec08059.png","https://media.diba.cat/diba/municipis/img/banderes/bn08059.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08059.jpg","080594","Castellfollit_del_Boix","448","59.42","702","2022-01-24 15:31:56"
"555c579ecf83d3d61744afc4","08277","Talamanca","Talamanca","","talamanca","talamanca","41.736093,1.9780786","7","Bages","8","Barcelona","Pl. Església, 1, 08278 Talamanca","Pl. Església, 1","08278","41.736093,1.9780786","938270036","938270042","talamanca@diba.cat","https://www.talamanca.cat","P0827700F","https://media.diba.cat/diba/municipis/img/escuts/ec08277.png","https://media.diba.cat/diba/municipis/img/banderes/bn08277.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08277.jpg","082779","Talamanca","222","29.52","552","2022-01-24 15:31:56"
"555c579ecf83d3d61744afe2","08065","Castellví de la Marca","Castellví de la Marca","","castellvi_de_la_marca","castellvi_de_la_marca","41.3246552,1.6182385","3","Alt Penedès","8","Barcelona","Av. Catalunya, 6, 08732 Castellví de la Marca","Av. Catalunya, 6","08732","41.3246552,1.6182385","938918077","938918126","marca@diba.cat","https://www.castellvidelamarca.cat","P0806400H","https://media.diba.cat/diba/municipis/img/escuts/ec08065.png","https://media.diba.cat/diba/municipis/img/banderes/bn08065.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08065.jpg","080654","Castellví_de_la_Marca","1597","28.49","313","2022-01-24 15:31:56"
"555c579ecf83d3d61744afd6","08298","Vic","Vic","","vic","vic","41.9302021,2.2545943","24","Osona","8","Barcelona","Ciutat, 1, 08500 Vic","Ciutat, 1","08500","41.92991505,2.2550461385839347","938862100","938862921","atenciociutadana@vic.cat","https://www.vic.cat","P0829900J","https://media.diba.cat/diba/municipis/img/escuts/ec08298.png","https://media.diba.cat/diba/municipis/img/banderes/bn08298.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08298.jpg","082981","Vic","47319","30.92","487","2022-01-24 15:31:56"
"555c579ecf83d3d61744af90","08134","Figaró-Montmany","Figaró-Montmany","","figaromontmany","figaromontmany","41.7220754,2.2729725","41","Vallès Oriental","8","Barcelona","Carretera de Ribes 42-44, 08590 Figaró-Montmany","Carretera de Ribes 42-44","08590","41.7220754,2.2729725","938429111/637281633","938429136","figaro@diba.cat","https://www.figaro-montmany.cat","P0813300A","https://media.diba.cat/diba/municipis/img/escuts/ec08134.png","https://media.diba.cat/diba/municipis/img/banderes/bn08134.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08134.jpg","081347","Figaró-Montmany","1127","14.7","330","2022-01-24 15:31:56"
"555c579ecf83d3d61744aff3","08159","Parets del Vallès","Parets del Vallès","","parets_del_valles","parets_del_valles","41.5726472,2.232442","41","Vallès Oriental","8","Barcelona","Carrer Major, 2-4, 08150 Parets del Vallès","Carrer Major, 2-4","08150","41.5726472,2.232442","935738888","935738889","info@parets.cat","https://www.parets.cat","P0815800H","https://media.diba.cat/diba/municipis/img/escuts/ec08159.png","https://media.diba.cat/diba/municipis/img/banderes/bn08159.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08159.jpg","081593","Parets_del_Vallès","18907","8.98","94","2022-01-24 15:31:56"
"555c579ecf83d3d61744afe3","08066","Castellví de Rosanes","Castellví de Rosanes","","castellvi_de_rosanes","castellvi_de_rosanes","41.4494348,1.8994419","11","Baix Llobregat","8","Barcelona","Carrer Sant Antoni, 1, 08769 Castellví de Rosanes","Carrer Sant Antoni, 1","08769","41.4494348,1.8994419","937751942","937740684","rosanes@diba.cat","https://www.castellviderosanes.cat","P0806500E","https://media.diba.cat/diba/municipis/img/escuts/ec08066.png","https://media.diba.cat/diba/municipis/img/banderes/bn08066.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08066.jpg","080667","Castellví_de_Rosanes","1996","17.09","98","2022-01-24 15:31:56"
"555c579ecf83d3d61744b007","08188","Sagàs","Sagàs","","sagas","sagas","42.0313855,1.9609084","14","Berguedà","8","Barcelona","Crta de Vic, s/n, 08517 Sagàs","Crta de Vic, s/n","08517","42.0313855,1.9609084","938251150","938251150","sagas@diba.cat","https://www.sagas.cat","P0818700G","https://media.diba.cat/diba/municipis/img/escuts/ec08188.png","https://media.diba.cat/diba/municipis/img/banderes/bn08188.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08188.jpg","081884","Sagàs","151","44.94","738","2022-01-24 15:31:56"
"555c579ecf83d3d61744afb5","08255","Santa Maria de Merlès","Santa Maria de Merlès","","santa_maria_de_merles","santa_maria_de_merles","42.00135655,1.9780246490142361","14","Berguedà","8","Barcelona","Pl. Sta. Maria, s/n, 08517 Santa Maria de Merlès","Pl. Sta. Maria, s/n","08517","42.00135655,1.9780246490142361","938250400","938250400","st.m.merles@diba.cat","https://w.w.w.stmmerles.diba.es","P0825500B","https://media.diba.cat/diba/municipis/img/escuts/ec08255.png","https://media.diba.cat/diba/municipis/img/banderes/bn08255.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08255.jpg","082554","Santa_Maria_de_Merlès","180","51.36","532","2022-01-24 15:31:56"
"555c579ecf83d3d61744afb1","08274","Súria","Súria","","suria","suria","41.8309352,1.7541799","7","Bages","8","Barcelona","Carrer d\'Ernest Solvay, 13, 08260 Súria","Carrer d\'Ernest Solvay, 13","08260","41.8309352,1.7541799","938682800","938682931","suria@suria.cat","https://www.suria.cat","P0827400C","https://media.diba.cat/diba/municipis/img/escuts/ec08274.png","https://media.diba.cat/diba/municipis/img/banderes/bn08274.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08274.jpg","082747","Súria","5923","23.54","326","2022-01-24 15:31:57"
"555c579ecf83d3d61744afca","08284","Tordera","Tordera","","tordera","tordera","41.6977173,2.7172987","21","Maresme","8","Barcelona","Pl. Església, 2, 08490 Tordera","Pl. Església, 2","08490","41.6977173,2.7172987","937643717","937643853","tordera@tordera.cat","https://www.tordera.cat","P0828400B","https://media.diba.cat/diba/municipis/img/escuts/ec08284.png","https://media.diba.cat/diba/municipis/img/banderes/bn08284.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08284.jpg","082845","Tordera","17788","82.92","34","2022-01-24 15:31:56"
"555c579ecf83d3d61744afb6","08256","Santa Maria de Martorelles","Santa Maria de Martorelles","","santa_maria_de_martorelles","santa_maria_de_martorelles","41.5198085,2.2537044","41","Vallès Oriental","8","Barcelona","Plaça Mossèn Josep Paituvi, 1, 08106 Santa Maria de Martorelles","Plaça Mossèn Josep Paituvi, 1","08106","41.5197867,2.2536767","935931828","935931828","st.m.martorelles@diba.cat","https://www.santamariademartorelles.cat","P0825600J","https://media.diba.cat/diba/municipis/img/escuts/ec08256.png","https://media.diba.cat/diba/municipis/img/banderes/bn08256.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08256.jpg","082567","Santa_Maria_de_Martorelles","882","4.49","181","2022-01-24 15:31:56"
"555c579ecf83d3d61744af94","08106","Llinars del Vallès","Llinars del Vallès","","llinars_del_valles","llinars_del_valles","41.6389664,2.4044865826478565","41","Vallès Oriental","8","Barcelona","Plaça de la Vila, 1, 08450 Llinars del Vallès","Plaça de la Vila, 1","08450","41.6389664,2.4044865826478565","938412750","938412814","llinars@llinarsdelvalles.cat","https://www.ajuntamentllinars.cat","P0810500I","https://media.diba.cat/diba/municipis/img/escuts/ec08106.png","https://media.diba.cat/diba/municipis/img/banderes/bn08106.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08106.jpg","081069","Llinars_del_Vallès","10116","27.52","198","2022-01-24 15:31:57"
"555c579ecf83d3d61744afe4","08067","Centelles","Centelles","","centelles","centelles","41.7981296,2.2218056","24","Osona","8","Barcelona","Nou, 15-17, 08540 Centelles","Nou, 15-17","08540","41.7977319,2.2186437","938810375","938812094","centelles@diba.cat","https://www.centelles.cat","P0806600C","https://media.diba.cat/diba/municipis/img/escuts/ec08067.png","","https://media.diba.cat/diba/municipis/img/vistes/vista08067.jpg","080673","Centelles","7595","15.13","496","2022-01-24 15:31:56"
"555c579ecf83d3d61744b00b","08192","Santpedor","Santpedor","","santpedor","santpedor","41.7847594,1.8386882","7","Bages","8","Barcelona","Plaça Gran, 4, 08251 Santpedor","Plaça Gran, 4","08251","41.78304695,1.839199721508871","938272828","938274154","santpedor@santpedor.cat","https://www.santpedor.cat","P0819100I","https://media.diba.cat/diba/municipis/img/escuts/ec08192.png","https://media.diba.cat/diba/municipis/img/banderes/bn08192.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08192.jpg","081923","Santpedor","7566","16.75","320","2022-01-24 15:31:56"
"555c579ecf83d3d61744afcc","08286","La Torre de Claramunt","Torre de Claramunt","La","la_torre_de_claramunt","torre_de_claramunt","41.5352891,1.6609381","6","Anoia","8","Barcelona","Pl. Ajuntament, 1, 08789 Torre de Claramunt","Pl. Ajuntament, 1","08789","41.5352891,1.6609381","938010329","938010817","torre@diba.cat","https://www.latorredeclaramunt.cat","P0828600G","https://media.diba.cat/diba/municipis/img/escuts/ec08286.png","https://media.diba.cat/diba/municipis/img/banderes/bn08286.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08286.jpg","082861","La_Torre_de_Claramunt","3852","14.8","363","2022-01-24 15:31:56"
"555c579ecf83d3d61744afe8","08231","Sant Pere de Ribes","Sant Pere de Ribes","","sant_pere_de_ribes","sant_pere_de_ribes","41.2619218,1.7721357","17","Garraf","8","Barcelona","Pl. Vila, 1, 08810 Sant Pere de Ribes","Pl. Vila, 1","08810","41.2619218,1.7721357","938967300","938967301","ajuntament@santperederibes.cat","https://www.santperederibes.cat","P0823100C","https://media.diba.cat/diba/municipis/img/escuts/ec08231.png","","https://media.diba.cat/diba/municipis/img/vistes/vista08231.jpg","082310","Sant_Pere_de_Ribes","31525","40.71","46","2022-01-24 15:31:56"
"555c579ecf83d3d61744afcf","08289","Torrelles de Llobregat","Torrelles de Llobregat","","torrelles_de_llobregat","torrelles_de_llobregat","41.3565232,1.9816276","11","Baix Llobregat","8","Barcelona","Pl. Ajuntament, 1, 08629 Torrelles de Llobregat","Pl. Ajuntament, 1","08629","41.3565232,1.9816276","936890000","936890510","info@torrelles.cat","https://www.torrelles.cat","P0828900A","https://media.diba.cat/diba/municipis/img/escuts/ec08289.png","https://media.diba.cat/diba/municipis/img/banderes/bn08289.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08289.jpg","082896","Torrelles_de_Llobregat","6126","13.55","126","2022-01-24 15:31:56"
"555c579ecf83d3d61744af9d","08160","Perafita","Perafita","","perafita","perafita","42.0423757,2.107122","24","Osona","8","Barcelona","Major, 19, 08589 Perafita","Major, 19","08589","42.0423406,2.106768","938530001","938530001","perafita@diba.cat","https://www.perafita.cat","P0815900F","https://media.diba.cat/diba/municipis/img/escuts/ec08160.png","https://media.diba.cat/diba/municipis/img/banderes/bn08160.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08160.jpg","081607","Perafita","412","18.49","754","2022-01-24 15:31:56"
"555c579ecf83d3d61744aff6","08163","Pineda de Mar","Pineda de Mar","","pineda_de_mar","pineda_de_mar","41.6276807,2.6898707","21","Maresme","8","Barcelona","Pl. Catalunya, 1, 08397 Pineda de Mar","Pl. Catalunya, 1","08397","41.6276807,2.6898707","937671560","937671212","ajuntament@pinedademar.cat","https://www.pinedademar.cat","P0816200J","https://media.diba.cat/diba/municipis/img/escuts/ec08163.png","https://media.diba.cat/diba/municipis/img/banderes/bn08163.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08163.jpg","081635","Pineda_de_Mar","27974","10.35","10","2022-01-24 15:31:56"
"555c579ecf83d3d61744afb9","08261","Santa Susanna","Santa Susanna","","santa_susanna","santa_susanna","41.6357256,2.7065933","21","Maresme","8","Barcelona","Plaça de Catalunya, s/n, 08398 Santa Susanna","Plaça de Catalunya, s/n","08398","41.63654715,2.7084481192264214","937678441","937678750","ajuntament@stasusanna.org","https://www.stasusanna.org","P0826100J","https://media.diba.cat/diba/municipis/img/escuts/ec08261.png","https://media.diba.cat/diba/municipis/img/banderes/bn08261.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08261.jpg","082613","Santa_Susanna","3650","12.45","10","2022-01-24 15:31:56"
"555c579ecf83d3d61744afe1","08064","Castellterçol","Castellterçol","","castelltercol","castelltercol","41.751354,2.1205596334722223","42","Moianès","8","Barcelona","Plaça Vella, 3, 08183 Castellterçol","Plaça Vella, 3","08183","41.751354,2.1205596334722223","938666188","938666268","castelltersol@diba.cat","https://www.castelltersol.cat","P0806300J","https://media.diba.cat/diba/municipis/img/escuts/ec08064.png","https://media.diba.cat/diba/municipis/img/banderes/bn08064.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08064.jpg","080641","Castellterçol","2632","32","726","2022-01-24 15:31:56"
"555c579ecf83d3d61744afd8","08300","Viladecavalls","Viladecavalls","","viladecavalls","viladecavalls","41.5563969,1.9553173","40","Vallès Occidental","8","Barcelona","Carrer Antoni Soler i Hospital 7-9, 08232 Viladecavalls","Carrer Antoni Soler i Hospital 7-9","08232","41.5555229,1.9543416","937887141","937892079","viladecavalls@viladecavalls.cat","https://www.viladecavalls.cat","P0830100D","https://media.diba.cat/diba/municipis/img/escuts/ec08300.png","https://media.diba.cat/diba/municipis/img/banderes/bn08300.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08300.jpg","083008","Viladecavalls","7621","20.12","274","2022-01-24 15:31:56"
"555c579ecf83d3d61744b01b","08215","Sant Hipòlit de Voltregà","Sant Hipòlit de Voltregà","","sant_hipolit_de_voltrega","sant_hipolit_de_voltrega","42.01538445,2.2364264695931855","24","Osona","8","Barcelona","Pl. Vila, 1, 08512 Sant Hipòlit de Voltregà","Pl. Vila, 1","08512","42.01538445,2.2364264695931855","938502626","938502339","st.hipolit@diba.cat","https://www.santhipolitdevoltrega.cat","P0821400I","https://media.diba.cat/diba/municipis/img/escuts/ec08215.png","https://media.diba.cat/diba/municipis/img/banderes/bn08215.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08215.jpg","082153","Sant_Hipòlit_de_Voltregà","3547",".97","533","2022-01-24 15:31:56"
"555c579ecf83d3d61744afea","08146","Olesa de Bonesvalls","Olesa de Bonesvalls","","olesa_de_bonesvalls","olesa_de_bonesvalls","41.3505032,1.8492996","3","Alt Penedès","8","Barcelona","Plaça de la Vila, 1, 08795 Olesa de Bonesvalls","Plaça de la Vila, 1","08795","41.3505032,1.8492996","938984008","938984007","bonesvalls@diba.cat","https://www.olesadebonesvalls.cat","P0814500E","https://media.diba.cat/diba/municipis/img/escuts/ec08146.png","https://media.diba.cat/diba/municipis/img/banderes/bn08146.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08146.jpg","081461","Olesa_de_Bonesvalls","1923","30.57","265","2022-01-24 15:31:56"
"555c579ecf83d3d61744afe5","08070","Collsuspina","Collsuspina","","collsuspina","collsuspina","41.8260718,2.174353","42","Moianès","8","Barcelona","Plaça Major, 3, 08178 Collsuspina","Plaça Major, 3","08178","41.82563105,2.175251588227912","938300376","938208330","collsuspina@diba.cat","https://www.collsuspina.cat","P0806900G","https://media.diba.cat/diba/municipis/img/escuts/ec08070.png","https://media.diba.cat/diba/municipis/img/banderes/bn08070.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08070.jpg","080706","Collsuspina","387","14.86","901","2022-01-24 15:31:56"
"555c579ecf83d3d61744afbb","08263","Sant Vicenç dels Horts","Sant Vicenç dels Horts","","sant_vicenc_dels_horts","sant_vicenc_dels_horts","41.3932328,2.009492535570147","11","Baix Llobregat","8","Barcelona","Plaça de la Vila, 1, 08620 Sant Vicenç dels Horts","Plaça de la Vila, 1","08620","41.3932328,2.009492535570147","936022150","936561551","ajuntament@svh.cat","https://www.svh.cat","P0826300F","https://media.diba.cat/diba/municipis/img/escuts/ec08263.png","https://media.diba.cat/diba/municipis/img/banderes/bn08263.gif","https://media.diba.cat/diba/municipis/img/vistes/vista08263.jpg","082634","Sant_Vicenç_dels_Horts","28115","9.14","22","2022-01-24 15:31:56"
